draft	milestone	type	size	title	covers	justification	assigned
TXT-@text-rendering-policy-rollout	V2	build	M	Apply the text rendering policy natively and in the Linux personality with pixel parity tests	GAP-0250	Implements subpixel positioning and fractional-scale rasterisation in the toolkit, propagates the same hinting, gamma and scale settings into personality fontconfig and FreeType properties, and adds a pixel-compare test at 1x, 1.25x, 1.5x and 2x that scores in the L3 integration check.	TXT-035
TXT-@text-service-restart-rebind	V1	build	M	Make the text service restartable with client rebind and cache regeneration		SVC supervision semantics from V0.5 require every shared service to restart and rebind; a crashed text service must not blank text in running applications during V1 daily driving, so clients rebind, revalidate atlas generations and re-request evicted runs (tested by kill loop in CI).	TXT-023
TXT-@toolkit-text-layout-v0	V0.5	build	L	Integrate shaping and rasterisation into the toolkit retained text layout	INV-0771,INV-0781	Delivers shaped, rasterised, high-DPI-aware text runs as retained render nodes for declarative widgets (Latin and simple scripts, wrapping, alignment) on the decided stack; required by the V0.5 exit criterion that a native application renders declarative UI and by all four apps.	TXT-013
TXT-@translation-platform	V2	build	M	Stand up the public translation platform and catalog sync for first-party apps	GAP-0258	Public translation platform with automated catalog round-trip into first-party repositories and per-language coverage reporting; community translation is how the V3 five-language and V4 ten-language targets are reached.	TXT-036
TXT-@unicode-conformance-ci	V2	build	M	Run Unicode and text-rendering conformance suites as a CI gate	GAP-0249	BidiTest, BidiCharacterTest, LineBreakTest, GraphemeBreakTest, WordBreakTest and the text-rendering-tests corpus run in BLD CI against the layout engine and shaping stack, making GAP-0249's 'verified against the Unicode conformance test suites' a permanent gate.	TXT-037
TXT-@unicode-segmentation-bidi	V2	build	L	Implement UAX #29 segmentation, UAX #9 bidi and UAX #14 line breaking in layout	GAP-0249,INV-0775	Grapheme and word segmentation, bidirectional resolution and reordering, and line breaking in the toolkit layout engine; required for the V2 three-language shell (including an RTL script) and the §41 localization requirement of bidi.	TXT-038
TXT-@variable-fonts-opentype-features	V2	build	M	Support variable font axes and OpenType feature selection end to end	GAP-0249	Variation axes and feature tags flow from FontMatcher requests through shaping, the atlas key and rasterisation; the V2 polished shell relies on weight axes for typography and the toolkit must expose features to applications.	TXT-039
TXT-@vertical-cjk-layout	V2	build	M	Support vertical CJK text layout and orientation features in the toolkit	GAP-0249	Vertical writing mode with vert/vrt2 features and upright/rotated Latin runs in the layout engine, needed for CJK text fidelity before the V4 CJK gate and the 10-language target.	TXT-040
UIP-@a11y-metadata-emission	V0.5	build	M	Emit role, name and state for every widget and expose via os inspect		V0.5 exit criterion 'every UI widget emits accessibility metadata inspectable via os inspect; tree dump test on each of the four apps'; critique pulls emission to V0.5 with the ACC tree-model adr as dependency.	UIP-001
UIP-@adaptive-form-factors	V2	build	M	Support adaptive layouts for desktop, laptop and external display in toolkit	INV-0776	INV-0776; V2 laptop day demo plugs an external HDR display at a different scale and the shell UX script includes external display and scaling change.	UIP-043
UIP-@animation-framework	V1	build	M	Build animation API with frame-scheduled transitions and reduced-motion	INV-0769	INV-0769 animation with frame-scheduled updates as a toolkit API (implicit and explicit animations) on top of frame-scheduled-redraw.	UIP-027
UIP-@appearance-model	V2	build	M	Expose light/dark, accent, icon, cursor, wallpaper and font scale as typed settings	GAP-0281	GAP-0281; V2 desktop UX script covers settings and scaling change. LNX projects the same typed settings through the settings portal and GTK/Qt hints.	UIP-044
UIP-@bench-ui-frame-time	V0.5	benchmark	S	Build scripted UI frame-time benchmark and publish p99 against frame interval		V0.5 exit criterion 'frame-time p99 below the frame interval in a scripted UI benchmark'; harness plus published measurement, re-run at every later rung for the regression gates.	UIP-002
UIP-@clipboard-capability-v0	V0.5	build	M	Build clipboard service as Capability with typed lazy MemoryObject transfer	INV-0773,INV-0208	INV-0773 and INV-0208; V0.5 exit criterion 'an application without the clipboard capability cannot read clipboard contents; a test confirms the denial', and the Wayland demo needs copy-paste between native and Linux apps.	UIP-003
UIP-@clipboard-v1-paste-gesture	V1	build	M	Gate clipboard reads on paste gesture and add ClipboardRead for managers	GAP-0233,INV-0773	GAP-0233 and INV-0773: paste-gesture-gated reads, explicit Capability<ClipboardRead> for the privileged shell clipboard manager, and the V1 L2 integration check 'clipboard both directions' for Linux windows.	UIP-028
UIP-@compat-bridge-protocol-hooks	V1	build	M	Expose decoration, clipboard, drop and scale hooks for compatibility bridges		V1 L2 integration check for every GUI application (clipboard both directions, correct scaling, native chrome); LNX owns the Wayland/XWayland bridge, UIP owns the protocol hooks it plugs into.	UIP-029
UIP-@decide-clipboard-policy	V0.5	adr	S	Decide clipboard authority policy: paste gesture or Capability, no ambient read	GAP-0274,GAP-0233,INV-0208	GAP-0274 and GAP-0233 are the same decision (reads gated by paste gesture or explicit Capability<ClipboardRead>, writes allowed, history is a privileged shell feature, typed negotiation with lazy MemoryObject transfer); INV-0208 is the invariant it enforces. Pulled to V0.5 because clipboard-capability-v0 depends on it.	UIP-004
UIP-@decide-global-shortcuts	V1	adr	S	Decide global shortcut model: named actions bound in Settings, no key grabs	GAP-0286	GAP-0286 pulled from V2 to V1 because shortcut-focus-model (INV-0787, V1) depends on it.	UIP-030
UIP-@decide-input-routing-model	V0.5	adr	S	Decide input routing and focus arbitration model for focused surfaces	INV-0770,INV-1180	One decision: how pointer, keyboard, touch, pen and gamepad events reach only the focused surface and how focus is arbitrated between compositor, shell and applications without grabs. Precedes input-routing-service.	UIP-005
UIP-@decide-protocol-model	V0.5	adr	S	Decide UI protocol model: retained scene tree, client Buffers, or hybrid	INV-0778,GAP-0516	INV-0778 ADR; V0.5 exit requires an accepted ADR for UI protocol transport. Depends on spike-protocol-shape.	UIP-006
UIP-@decide-toolkit-architecture	V0.5	adr	M	Decide new Rust toolkit versus adapting an existing toolkit and renderer	INV-0779,GAP-0517	INV-0779 and GAP-0517: toolkit build-vs-adopt with an evaluation matrix covering accessibility tree output and declarative fit, decided before the four demo apps start.	UIP-007
UIP-@decide-window-decorations	V0.5	adr	S	Decide server-side versus client-side decorations for native and compat windows	INV-0786	INV-0786 ADR; needed before protocol-core-idl fixes the window surface roles and before the Wayland bridge shows compat windows at V0.5.	UIP-008
UIP-@docs-input-ownership	V0.5	docs	S	Document input-stack ownership split between HW and UIP	EXTRA-042	EXTRA-042: device enablement (libinput/evdev/HID, layouts, gestures) in HW; routing and focus in UIP, recorded in both workstream files and the protocol spec.	UIP-009
UIP-@docs-protocol-toolkit-guides	V1	docs	M	Write UI protocol reference and toolkit SDK guide from IDL at V1		V1 scope 'SDK v1 published'; DOC provides IDL-to-docs generation at V1, UIP writes the protocol reference and toolkit guide content that V3 documentation coverage relies on.	UIP-031
UIP-@drag-drop-capability-transfer	V1	build	L	Implement drag and drop where a drop transfers a Capability to the target	INV-0772	INV-0772; V1 daily-driving and the capability demo (chooser grants exactly one file) rely on drops granting object capabilities, not paths.	UIP-032
UIP-@frame-scheduled-redraw	V0.5	build	M	Drive toolkit redraw from compositor frame callbacks at display refresh	INV-0769	INV-0769 frame-scheduled updates; V0.5 exit requires a native application to animate at the display refresh rate with frame-time p99 below the frame interval.	UIP-010
UIP-@fuzz-protocol-endpoints	V3	build	S	Fuzz UI protocol decoders and compositor-facing endpoints continuously		V3 exit 'continuous fuzzing' and the UI threat review: the protocol decoder is the largest untrusted-input surface between applications and the compositor.	UIP-052
UIP-@global-shortcut-service	V2	build	M	Implement named-action global shortcuts bound by the user in Settings	GAP-0286	GAP-0286 implementation after decide-global-shortcuts; push-to-talk, screenshot and media keys are needed by V2 screen-sharing, video conferencing (L3) and gaming.	UIP-045
UIP-@high-contrast-reduced-motion	V3	build	M	Add high-contrast themes and reduced-motion mode across all toolkit widgets		V4 scope 'high contrast across shell and native apps' and the a11y script; built at V3 so V4 conformance can be verified rather than started.	UIP-053
UIP-@high-dpi-mixed-scaling	V1	build	M	Support per-surface high-DPI and mixed-DPI scale across displays in toolkit	INV-0777	INV-0777; V1 L2 integration check scores 'correct scaling' and the Intel laptop internal plus external display differ in DPI.	UIP-033
